Query ID,Query,Recommendation Rank,Assessment Name,URL,Score,Test Type,Duration,Job Level,Remote Support
2,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,10,Core Java (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/core-java-advanced-level-new/,0.9033123254776001,K,Approximate Completion Time in minutes = 13,"Mid-Professional, Professional Individual Contributor,",True
3,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,1,Java Platform Enterprise Edition 7 (Java EE 7),https://www.shl.com/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/,1.0235710144042969,K,Approximate Completion Time in minutes = 30,"Mid-Professional, Professional Individual Contributor,",True
3,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,2,Java Design Patterns (New),https://www.shl.com/products/product-catalog/view/java-design-patterns-new/,0.9790388345718384,K,Approximate Completion Time in minutes = 5,"Mid-Professional, Professional Individual Contributor,",True
3,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,3,Java Frameworks (New),https://www.shl.com/products/product-catalog/view/java-frameworks-new/,0.9505223035812378,K,Approximate Completion Time in minutes = 17,"Mid-Professional, Professional Individual Contributor,",True
3,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,4,Java Web Services (New),https://www.shl.com/products/product-catalog/view/java-web-services-new/,0.9348813891410828,K,Approximate Completion Time in minutes = 8,"Mid-Professional, Professional Individual Contributor,",True
3,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,5,Automata (New),https://www.shl.com/products/product-catalog/view/automata-new/,0.9322205781936646,S,Approximate Completion Time in minutes = max 45,"Mid-Professional, Professional Individual Contributor,",True
3,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,6,Automata Pro (New),https://www.shl.com/products/product-catalog/view/automata-pro-new/,0.9319148063659668,S,Approximate Completion Time in minutes = max 60,"Mid-Professional, Professional Individual Contributor,",True
3,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,7,Core Java (Entry Level) (New),https://www.shl.com/products/product-catalog/view/core-java-entry-level-new/,0.9317036867141724,K,Approximate Completion Time in minutes = 13,"Mid-Professional, Professional Individual Contributor,",True
3,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,8,Smart Interview Live Coding,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,0.915952205657959,K,Approximate Completion Time in minutes = Variable,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Entry-Level,",True
3,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,9,Java 8 (New),https://www.shl.com/products/product-catalog/view/java-8-new/,0.9125351905822754,K,Approximate Completion Time in minutes = 18,"Mid-Professional, Professional Individual Contributor",True
3,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,10,Core Java (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/core-java-advanced-level-new/,0.9034859538078308,K,Approximate Completion Time in minutes = 13,"Mid-Professional, Professional Individual Contributor,",True
4,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,1,Java Platform Enterprise Edition 7 (Java EE 7),https://www.shl.com/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/,1.0235425233840942,K,Approximate Completion Time in minutes = 30,"Mid-Professional, Professional Individual Contributor,",True
4,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,2,Java Design Patterns (New),https://www.shl.com/products/product-catalog/view/java-design-patterns-new/,0.9789929389953613,K,Approximate Completion Time in minutes = 5,"Mid-Professional, Professional Individual Contributor,",True
4,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,3,Java Frameworks (New),https://www.shl.com/products/product-catalog/view/java-frameworks-new/,0.9504711031913757,K,Approximate Completion Time in minutes = 17,"Mid-Professional, Professional Individual Contributor,",True
4,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,4,Java Web Services (New),https://www.shl.com/products/product-catalog/view/java-web-services-new/,0.9348493218421936,K,Approximate Completion Time in minutes = 8,"Mid-Professional, Professional Individual Contributor,",True
4,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,5,Automata (New),https://www.shl.com/products/product-catalog/view/automata-new/,0.9322406649589539,S,Approximate Completion Time in minutes = max 45,"Mid-Professional, Professional Individual Contributor,",True
4,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,6,Automata Pro (New),https://www.shl.com/products/product-catalog/view/automata-pro-new/,0.9319350123405457,S,Approximate Completion Time in minutes = max 60,"Mid-Professional, Professional Individual Contributor,",True
4,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,7,Core Java (Entry Level) (New),https://www.shl.com/products/product-catalog/view/core-java-entry-level-new/,0.9316728115081787,K,Approximate Completion Time in minutes = 13,"Mid-Professional, Professional Individual Contributor,",True
4,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,8,Smart Interview Live Coding,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,0.9159436821937561,K,Approximate Completion Time in minutes = Variable,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Entry-Level,",True
4,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,9,Java 8 (New),https://www.shl.com/products/product-catalog/view/java-8-new/,0.9124923944473267,K,Approximate Completion Time in minutes = 18,"Mid-Professional, Professional Individual Contributor",True
4,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,10,Core Java (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/core-java-advanced-level-new/,0.9034424424171448,K,Approximate Completion Time in minutes = 13,"Mid-Professional, Professional Individual Contributor,",True
5,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,1,Java Platform Enterprise Edition 7 (Java EE 7),https://www.shl.com/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/,1.0235710144042969,K,Approximate Completion Time in minutes = 30,"Mid-Professional, Professional Individual Contributor,",True
5,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,2,Java Design Patterns (New),https://www.shl.com/products/product-catalog/view/java-design-patterns-new/,0.9790388345718384,K,Approximate Completion Time in minutes = 5,"Mid-Professional, Professional Individual Contributor,",True
5,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,3,Java Frameworks (New),https://www.shl.com/products/product-catalog/view/java-frameworks-new/,0.9505223035812378,K,Approximate Completion Time in minutes = 17,"Mid-Professional, Professional Individual Contributor,",True
5,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,4,Java Web Services (New),https://www.shl.com/products/product-catalog/view/java-web-services-new/,0.9348813891410828,K,Approximate Completion Time in minutes = 8,"Mid-Professional, Professional Individual Contributor,",True
5,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,5,Automata (New),https://www.shl.com/products/product-catalog/view/automata-new/,0.9322205781936646,S,Approximate Completion Time in minutes = max 45,"Mid-Professional, Professional Individual Contributor,",True
5,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,6,Automata Pro (New),https://www.shl.com/products/product-catalog/view/automata-pro-new/,0.9319148063659668,S,Approximate Completion Time in minutes = max 60,"Mid-Professional, Professional Individual Contributor,",True
5,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,7,Core Java (Entry Level) (New),https://www.shl.com/products/product-catalog/view/core-java-entry-level-new/,0.9317036867141724,K,Approximate Completion Time in minutes = 13,"Mid-Professional, Professional Individual Contributor,",True
5,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,8,Smart Interview Live Coding,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,0.915952205657959,K,Approximate Completion Time in minutes = Variable,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Entry-Level,",True
5,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,9,Java 8 (New),https://www.shl.com/products/product-catalog/view/java-8-new/,0.9125351905822754,K,Approximate Completion Time in minutes = 18,"Mid-Professional, Professional Individual Contributor",True
5,I am hiring for Java developers who can also collaborate effectively with my business teams. Looking for an assessment(s) that can be completed in 40 minutes.,10,Core Java (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/core-java-advanced-level-new/,0.9034859538078308,K,Approximate Completion Time in minutes = 13,"Mid-Professional, Professional Individual Contributor,",True
6,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",1,Automata Pro (New),https://www.shl.com/products/product-catalog/view/automata-pro-new/,1.2393457889556885,S,Approximate Completion Time in minutes = max 60,"Mid-Professional, Professional Individual Contributor,",True
6,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",2,Entry Level Sales Sift Out 7.1,https://www.shl.com/products/product-catalog/view/entry-level-sales-sift-out-7-1/,1.2315800189971924,"P, C, B",Approximate Completion Time in minutes = 20,Entry-Level,True
6,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",3,Interviewing and Hiring Concepts (U.S.),https://www.shl.com/products/product-catalog/view/interviewing-and-hiring-concepts-u-s/,1.2310322523117065,K,Approximate Completion Time in minutes = 15 to 35,"Front Line Manager, Manager,",True
6,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",4,Verify - G+,https://www.shl.com/products/product-catalog/view/verify-g/,1.2298262119293213,A,Approximate Completion Time in minutes = 36,"General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager,",True
6,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",5,Smart Interview On Demand,https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,1.2282822132110596,P,Approximate Completion Time in minutes = Variable,"Entry-Level, Supervisor, Manager, Front Line Manager, General Population, Graduate, Mid-Professional, Professional Individual Contributor,",True
6,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",6,SHL Verify Interactive G+,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/,1.2160369157791138,A,Approximate Completion Time in minutes = 36,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,",True
6,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",7,Sales & Service Phone Solution,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-solution/,1.204960823059082,"B, P, S",Approximate Completion Time in minutes = 35,"Entry-Level,",True
6,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",8,Entry level Sales 7.1 (International),https://www.shl.com/products/product-catalog/view/entry-level-sales-7-1/,1.1993582248687744,"P, C, B",Approximate Completion Time in minutes = 20,Entry-Level,True
6,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",9,Entry Level Sales Solution,https://www.shl.com/products/product-catalog/view/entry-level-sales-solution/,1.19739830493927,"C, P",Approximate Completion Time in minutes = 20,"Entry-Level,",True
6,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",10,Smart Interview Live Coding,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,1.1970484256744385,K,Approximate Completion Time in minutes = Variable,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Entry-Level,",True
7,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",1,Automata Pro (New),https://www.shl.com/products/product-catalog/view/automata-pro-new/,1.2393457889556885,S,Approximate Completion Time in minutes = max 60,"Mid-Professional, Professional Individual Contributor,",True
7,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",2,Entry Level Sales Sift Out 7.1,https://www.shl.com/products/product-catalog/view/entry-level-sales-sift-out-7-1/,1.2315800189971924,"P, C, B",Approximate Completion Time in minutes = 20,Entry-Level,True
7,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",3,Interviewing and Hiring Concepts (U.S.),https://www.shl.com/products/product-catalog/view/interviewing-and-hiring-concepts-u-s/,1.2310322523117065,K,Approximate Completion Time in minutes = 15 to 35,"Front Line Manager, Manager,",True
7,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",4,Verify - G+,https://www.shl.com/products/product-catalog/view/verify-g/,1.2298262119293213,A,Approximate Completion Time in minutes = 36,"General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager,",True
7,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",5,Smart Interview On Demand,https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,1.2282822132110596,P,Approximate Completion Time in minutes = Variable,"Entry-Level, Supervisor, Manager, Front Line Manager, General Population, Graduate, Mid-Professional, Professional Individual Contributor,",True
7,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",6,SHL Verify Interactive G+,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/,1.2160369157791138,A,Approximate Completion Time in minutes = 36,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,",True
7,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",7,Sales & Service Phone Solution,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-solution/,1.204960823059082,"B, P, S",Approximate Completion Time in minutes = 35,"Entry-Level,",True
7,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",8,Entry level Sales 7.1 (International),https://www.shl.com/products/product-catalog/view/entry-level-sales-7-1/,1.1993582248687744,"P, C, B",Approximate Completion Time in minutes = 20,Entry-Level,True
7,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",9,Entry Level Sales Solution,https://www.shl.com/products/product-catalog/view/entry-level-sales-solution/,1.19739830493927,"C, P",Approximate Completion Time in minutes = 20,"Entry-Level,",True
7,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",10,Smart Interview Live Coding,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,1.1970484256744385,K,Approximate Completion Time in minutes = Variable,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Entry-Level,",True
8,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",1,Automata Pro (New),https://www.shl.com/products/product-catalog/view/automata-pro-new/,1.239231824874878,S,Approximate Completion Time in minutes = max 60,"Mid-Professional, Professional Individual Contributor,",True
8,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",2,Entry Level Sales Sift Out 7.1,https://www.shl.com/products/product-catalog/view/entry-level-sales-sift-out-7-1/,1.231565237045288,"P, C, B",Approximate Completion Time in minutes = 20,Entry-Level,True
8,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",3,Interviewing and Hiring Concepts (U.S.),https://www.shl.com/products/product-catalog/view/interviewing-and-hiring-concepts-u-s/,1.2309308052062988,K,Approximate Completion Time in minutes = 15 to 35,"Front Line Manager, Manager,",True
8,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",4,Verify - G+,https://www.shl.com/products/product-catalog/view/verify-g/,1.229634404182434,A,Approximate Completion Time in minutes = 36,"General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager,",True
8,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",5,Smart Interview On Demand,https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,1.2282030582427979,P,Approximate Completion Time in minutes = Variable,"Entry-Level, Supervisor, Manager, Front Line Manager, General Population, Graduate, Mid-Professional, Professional Individual Contributor,",True
8,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",6,SHL Verify Interactive G+,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/,1.2158541679382324,A,Approximate Completion Time in minutes = 36,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,",True
8,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",7,Sales & Service Phone Solution,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-solution/,1.2049291133880615,"B, P, S",Approximate Completion Time in minutes = 35,"Entry-Level,",True
8,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",8,Entry level Sales 7.1 (International),https://www.shl.com/products/product-catalog/view/entry-level-sales-7-1/,1.1993434429168701,"P, C, B",Approximate Completion Time in minutes = 20,Entry-Level,True
8,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",9,Entry Level Sales Solution,https://www.shl.com/products/product-catalog/view/entry-level-sales-solution/,1.1973669528961182,"C, P",Approximate Completion Time in minutes = 20,"Entry-Level,",True
8,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",10,Smart Interview Live Coding,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,1.1969654560089111,K,Approximate Completion Time in minutes = Variable,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Entry-Level,",True
9,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",1,Automata Pro (New),https://www.shl.com/products/product-catalog/view/automata-pro-new/,1.2383803129196167,S,Approximate Completion Time in minutes = max 60,"Mid-Professional, Professional Individual Contributor,",True
9,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",2,Entry Level Sales Sift Out 7.1,https://www.shl.com/products/product-catalog/view/entry-level-sales-sift-out-7-1/,1.231652021408081,"P, C, B",Approximate Completion Time in minutes = 20,Entry-Level,True
9,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",3,Interviewing and Hiring Concepts (U.S.),https://www.shl.com/products/product-catalog/view/interviewing-and-hiring-concepts-u-s/,1.2303550243377686,K,Approximate Completion Time in minutes = 15 to 35,"Front Line Manager, Manager,",True
9,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",4,Verify - G+,https://www.shl.com/products/product-catalog/view/verify-g/,1.229014277458191,A,Approximate Completion Time in minutes = 36,"General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager,",True
9,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",5,Smart Interview On Demand,https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,1.2278177738189697,P,Approximate Completion Time in minutes = Variable,"Entry-Level, Supervisor, Manager, Front Line Manager, General Population, Graduate, Mid-Professional, Professional Individual Contributor,",True
9,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",6,SHL Verify Interactive G+,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/,1.2156357765197754,A,Approximate Completion Time in minutes = 36,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,",True
9,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",7,Sales & Service Phone Solution,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-solution/,1.2053667306900024,"B, P, S",Approximate Completion Time in minutes = 35,"Entry-Level,",True
9,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",8,Entry level Sales 7.1 (International),https://www.shl.com/products/product-catalog/view/entry-level-sales-7-1/,1.199345350265503,"P, C, B",Approximate Completion Time in minutes = 20,Entry-Level,True
9,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",9,Entry Level Sales Solution,https://www.shl.com/products/product-catalog/view/entry-level-sales-solution/,1.1976144313812256,"C, P",Approximate Completion Time in minutes = 20,"Entry-Level,",True
9,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",10,Smart Interview Live Coding,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,1.1966739892959595,K,Approximate Completion Time in minutes = Variable,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Entry-Level,",True
10,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",1,Automata Pro (New),https://www.shl.com/products/product-catalog/view/automata-pro-new/,1.2383803129196167,S,Approximate Completion Time in minutes = max 60,"Mid-Professional, Professional Individual Contributor,",True
10,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",2,Entry Level Sales Sift Out 7.1,https://www.shl.com/products/product-catalog/view/entry-level-sales-sift-out-7-1/,1.231652021408081,"P, C, B",Approximate Completion Time in minutes = 20,Entry-Level,True
10,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",3,Interviewing and Hiring Concepts (U.S.),https://www.shl.com/products/product-catalog/view/interviewing-and-hiring-concepts-u-s/,1.2303550243377686,K,Approximate Completion Time in minutes = 15 to 35,"Front Line Manager, Manager,",True
10,"I want to hire new graduates for a sales role in my company, the budget is for about an hour for each test. Give me some options",4,Verify - G+,https://www.shl.com/products/product-catalog/view/verify-g/,1.229014277458191,A,Approximate Completion Time in minutes = 36,"General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager,",True
