assessment_name,url,remote_testing,adaptive,test_type,fact_sheet_url,fact_sheet_text
Accounts Receivable Simulation (New),https://www.shl.com/products/product-catalog/view/accounts-receivable-simulation-new/,True,False,S,https://service.shl.com/docs/Accounts Receivable Simulation (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reported
O*NET Competencyquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsAccounts Receivable Simulation
Simulated data entry test that measur es the ability to pr ocess r eceivables and invoices.
English (US)
Accounts Receivable Specialist, Bill and Account 
Collectors, Bookkeeping, Accounting, and Auditing Clerks, 
Statement Clerks, Billing, Cost, and Rate Clerks, Collection 
Agent
• Invoice pr ocessing 
• Cheque and cash r eceipts 
• Ageing r eport and vendor r egistr ations0308
10
Simulation
Accounting and Finance
Economics and Accounting
• Over all Scor e One"
ADO.NET (New),https://www.shl.com/products/product-catalog/view/ado-net-new/,True,False,K,https://service.shl.com/docs/ADO.NET (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reported
O*NET Competencyquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsADO.NET
Multi-choice test that measur es the kno wledge on the concepts of ADO .NET ar chitectur e, 
components and data pr ovider objects.
English (US)
.Net Developer, Software Developer, Software Engineer, 
Application Developer, Technical Architect, Full Stack 
Developer
• Architectur e and object model 
• Components 
• Data binding 
• Data manipulation 
• XML1210
15
Multiple Choice - CTT
Information Technology
Programming
• Over all Scor e One"
Adobe Experience Manager (New),https://www.shl.com/products/product-catalog/view/adobe-experience-manager-new/,True,False,K,https://service.shl.com/docs/Adobe Experience Manager (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reportedquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsAdobe Experience Manager
Multi-choice test that measur es the kno wledge of AEM components, templates, workﬂo ws, AEM 
collections, OSGi services and tr oubleshooting of AEM pr ojects.
English (US)
Technical Support Engineer, AEM Consultant, AEM 
Architect, AEM Developer, AEM System Administrator
• AEM installation and conﬁgur ation 
• AEM components and templates 
• AEM workﬂo w 
• AEM link check er 
• AEM query builder 
• AEM collections 
• OSGI services 
• Client libr aries 
• Troubleshooting AEM pr ojects2217
25
Multiple Choice - CTT
Multimedia & Web Design
• Over all Scor e 
• AEM Conﬁgur ation and Components  
• AEM Administr ation  
• OSGI Services and T roubleshootingOne"
Adobe Photoshop CC,https://www.shl.com/products/product-catalog/view/adobe-photoshop-cc/,True,True,K,https://service.shl.com/docs/Fact_Sheet-adobe_photoshop_cc.pdf,"© 2018 SHL  and/or its affiliates. All rights reserved.  | Page 1 of 2 www.shl.com  
 
Adobe Photoshop CC  
Assessment  Fact Sheet  
 
Overview  The Adobe Photoshop CC test measures knowledge of Adobe Photoshop CC. Designed for 
experienced users . 
Job Family/Title  Web Application Designer, Graphics Designer  
   
Details  Average Testing Time (minutes)  20 minutes  
Allowed Time (minutes)  90 minutes  
Maximum Number of Questions  30 questions  
 Number of Sittings  One 
 Designed for Unproctored Environment  Yes 
 Question Format  Multiple Choice - Adaptive  
 Product Category  Multimedia & Web Design  
 
Knowledge, 
Skills, Abilities 
and 
Competencies 
Measured  
 The following areas are covered:  
 3D 
 Color  
 File Management  
 Interface  
 Layers  
 Painting and Drawing  
 Retouch and Enhancements  
 Selection  
 Text 
 Web 
 
 
© 2018 SHL  and/or its affiliates. All rights reserved.  | Page 2 of 2 www.shl.com  
 
Example 
Question s 
 
Example 
Report s"
Aeronautical Engineering (New),https://www.shl.com/products/product-catalog/view/aeronautical-engineering-new/,True,False,K,https://service.shl.com/docs/Aeronautical Engineering (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reported
O*NET Competencyquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsAeronautical Engineering
Multi-choice test that measur es the kno wledge of ﬂight mechanics, space dynamics, aer odynamics, 
structur es and pr opulsion.
English (US)
Aeronautical Engineer, Aviation Inspectors, Aerospace 
Stress Engineer, Flight Test Engineer
• Fundamentals of ﬂuid mechanics 
• Airfoil and wing theory 
• Compr essible and viscous ﬂo ws  
• Flight vehicle structur es 
• Stress and str ain analysis of air craft structur es 
• Structur al dynamics 
• Aircraft performance 
• Aircraft static stability 
• Aircraft dynamic stability and r esponse 
• Thermodynamics of air craft engines 
• Rigid body dynamics 
• Satellite oper ations1510
15
Multiple Choice - CTT
Engineering
Engineering and T echnology
• Over all Scor e 
• Flight and Space Mechanics 
 • Aer odynamics 
 • Air craft Structur es and Pr opulsionOne"
Aerospace Engineering (New),https://www.shl.com/products/product-catalog/view/aerospace-engineering-new/,True,False,K,https://service.shl.com/docs/Aerospace Engineering (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reported
O*NET Competencyquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsAerospace Engineering
Multi-choice test that measur es the conceptual kno wledge of aer odynamics, air craft systems and 
instrumentation, ﬂight dynamics, space dynamics and avionics.
English (US)
Aerospace Engineer, Aerospace Engineering and 
Operations Technician, Avionics Engineer, Flight Test 
Engineer, Flight Controls Engineer
• Aer o engine design 
• Compr essible and ﬁnite wing aer odynamics 
• Vibr ations and elements of aer oelasticity 
• Aer ospace structur al mechanics 
• Aer o-ﬂuid mechanics 
• Basics of air craft systems 
• Aircraft contr ol systems and instrumentation 
• Aircraft pr opulsion and gas turbine engines 
• Aircraft structur al analysis and design 
• Aircraft performance, stability and contr ol 
• Flight dynamics 
• Space dynamics 
• Avionics 
• Aircraft maintenance and airworthiness1810
20
Multiple Choice - CTT
Engineering
Engineering and T echnology
• Over all Scor e 
• Aer odynamics 
 • Aer ospace Mechanics 
 • Air craft Systems and Instrumentation 
 • Advance Aer ospace EngineeringOne"
Agile Software Development,https://www.shl.com/products/product-catalog/view/agile-software-development/,True,False,K,,
Agile Testing (New),https://www.shl.com/products/product-catalog/view/agile-testing-new/,True,False,K,https://service.shl.com/docs/Agile Testing (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reportedquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsAgile Testing
Multi-choice test that measur es the kno wledge of tools, techniques and pr ocesses involved in the 
Agile testing methodology .
English (US)
Quality Analyst, Software Tester, QA Engineer
• Agile softwar e de velopment methodology 
• Agile softwar e de velopment appr oaches 
• Release and iter ation planning 
• Continuous integr ation 
• Story template and r etrospective meetings 
• Agile testing methods: behavior driven de velopment, test driven de velopment, acceptance test 
driven de velopment 
• Assessing quality risks and estimating test eﬀort 
• Sprint planning and eﬀort estimation in Agile pr oject management 
• Agile e xplor atory testing 
• Agile testing tools for task management and tr acking, communication and information sharing 
• Tools for softwar e-build, conﬁgur ation management, test design, implementation and e xecution 
• Independent testing options, communicating test status, pr ogress and pr oduct quality 
• Managing r egression risk and e volving manual and automated test cases 
• Test le vels in Agile, test p yramid, types and quadr ants1513
15
Multiple Choice - CTT
Information Technology
• Over all Scor e 
• Agile Softwar e De velopment  
• Agile T esting Pr ocesses 
• Agile T esting MethodsOne"
AI Skills,https://www.shl.com/products/product-catalog/view/ai-skills/,True,False,P,,
Amazon Web Services (AWS) Development (New),https://www.shl.com/products/product-catalog/view/amazon-web-services-aws-development-new/,True,False,K,https://service.shl.com/docs/Amazon Web Services (AWS) Development (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reportedquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsAmazon Web Services (AWS) Development
Multi-choice test that measur es the kno wledge of A WS delivery pr ocess, monitoring, metrics, logging, 
security , validation, high availability and scalability .
English (US)
AWS Architect, Application Architect: AWS Cloud Migration, 
AWS Reliability Engineer, DevOps Engineer AWS
• Resour ce gr oups 
• Multi-availability and multi-r egion ar chitectur es 
• Scaling ar chitectur es 
• Infr astructur e conﬁgur ation and automation 
• Data availability 
• Auto Scaling and r oute 53 
• Instances and lambda 
• Lifecycle e vents, applications and auto-healing 
• CloudW atch log pr ocessing and log ﬁlters 
• Implementing identity and access management 
• Security contr ols 
• Delegation and feder ation 
• Console multi-account access1406
15
Multiple Choice - CTT
Information Technology
• Over all Scor e 
• Delivery Pr ocess  
• Monitoring, Metrics and Logging  
• Security and V alidation 
• High Availability and ScalabilityOne"
Android Development (New),https://www.shl.com/products/product-catalog/view/android-development-new/,True,False,K,https://service.shl.com/docs/Android Development (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reported
O*NET Competencyquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsAndroid Development
Multi-choice test that measur es the kno wledge of UI components for an Andr oid de vice, services and 
alerts, animation and media apps, application components, security and testing.
English (US)
Android Developer, Software Engineer Mobile - Android,
• Andr oid and its r esour ces 
• User interface 
• Animation and media apps 
• Activities & intents 
• Data stor age 
• Services and alerts 
• IPC and br oadcast r eceivers 
• Communication 
• Maps and location 
• Security and networking 
• Testing1207
15
Multiple Choice - CTT
Information Technology
Programming
• Over all Scor e 
• Basics and UI Components  
• Application Components  
• Security and CommunicationOne"
Angular 6 (New),https://www.shl.com/products/product-catalog/view/angular-6-new/,True,False,K,https://service.shl.com/docs/Angular 6 (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reported
O*NET Competencyquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsAngular 6
Multi-choice test that measur es the kno wledge of the basic components and modules of Angular 6 
and concepts lik e data binding, dependency injection, CRUD with HT TP, typescript, r outing and 
navigation.
English (US)
Angular6 Developer, Front End Developer - Angular6, Full 
Stack Developer - Angular6, Web Designer - Angular6, UI 
Developer - Angular6
• Angular basics 
• TypeScript and Angular CLI 
• Data binding 
• Components and modules  
• Services and dependency injection 
• Templates, forms, and err or handling  
• Routing and navigation 
• Pipes 
• Promises  
• Testing1211
15
Multiple Choice - CTT
Information Technology
Web Platform De velopment Softwar e
• Over all Scor e 
• TypeScript and Angular CLI  
• Building Blocks  
• Dependency Injection and Forms  
• Routing and T estingOne"
AngularJS (New),https://www.shl.com/products/product-catalog/view/angularjs-new/,True,False,K,https://service.shl.com/docs/AngularJS (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reported
O*NET Competencyquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsAngularJS
Multi-choice test that measur es the kno wledge of AngularJS ar chitectur e, forms, dir ectives, ﬁlters, 
contr ollers, r outing and testing.
English (US)
AngularJS Developer, Software Engineer - AngularJS, Front 
End Developer - AngularJS, UI Developer - AngularJS
• Angular basics 
• Dir ectives 
• Forms 
• Contr oller, scope and vie w 
• Filters 
• Routing 
• Services 
• Testing1209
15
Multiple Choice - CTT
Information Technology
Web Platform De velopment Softwar e
• Over all Scor e 
• AngularJS Basics  
• Filters and Contr ollers 
• Services and T estingOne"
Apache Hadoop (New),https://www.shl.com/products/product-catalog/view/apache-hadoop-new/,True,False,K,https://service.shl.com/docs/Apache Hadoop (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reportedquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsApache Hadoop
Multi-choice test that measur es the kno wledge of Apache Hadoop concepts, commands, HDFS and 
MapReduce.
English (US)
Hadoop Developer, Big Data Engineer, Hadoop 
Administrator
• Hadoop Basics 
• Hadoop File Distribution System (HDFS) 
• MapReduce Fr ame work1207
15
Multiple Choice - CTT
Information Technology
• Over all Scor e 
• Hadoop Basics  
• Hadoop File Distribution System (HDFS)  
• MapReduce Fr ame workOne"
Apache Hadoop Extensions (New),https://www.shl.com/products/product-catalog/view/apache-hadoop-extensions-new/,True,False,K,https://service.shl.com/docs/Apache Hadoop Extensions (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reportedquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsApache Hadoop Extensions
Multi-choice test that measur es the conceptual kno wledge of Pig, Hive and HBase.
English (US)
Hadoop Developer, Big Data Engineer, Hadoop 
Administrator
• Intr oduction to HBase 
• HBase conﬁgur ation and administr ation 
• Available HBase clients 
• HBase client API basics 
• HBase and MapReduce integr ation 
• Hive datatypes  
• Joins, vie ws and inde xes 
• Hive query language 
• Partitioning 
• Pig conﬁgur ation 
• Built-in functions in PigLatin 
• Built-in oper ators in PigLatin1509
15
Multiple Choice - CTT
Information Technology
• Over all Scor e 
• Hbase  
• Hive  
• PigOne"
Apache HBase (New),https://www.shl.com/products/product-catalog/view/apache-hbase-new/,True,False,K,https://service.shl.com/docs/Apache HBase (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reportedquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsApache HBase
Multi-choice test that measur es the kno wledge of Apache HBase concepts such as CAP theor em, 
ACID pr operties, HBase client API, MapReduce integr ation, conﬁgur ation and administr ation.
English (US)
Hadoop Developer, Hadoop Administrator, Big Data 
Engineer
• Intr oduction to HBase 
• HBase conﬁgur ation and administr ation 
• HBase client API basics 
• Available HBase clients 
• HBase and MapReduce integr ation0705
10
Multiple Choice - CTT
Information Technology
• Over all Scor e One"
Apache Hive (New),https://www.shl.com/products/product-catalog/view/apache-hive-new/,True,False,K,https://service.shl.com/docs/Apache Hive (New).pdf,"Assessment Fact Sheet
Details LanguageRele vant Job RolesOverview
Maximum Number of QuestionsAver age T esting Time (minutes)
Test T ypeAllowed Time (minutes)
Sector
Scor es Reportedquestionsminutes
minutes
© 2020 SHL and/or its affiliates. All rights reserved. | Page 1 of 1 www.shl.com
Knowledge, Skills, 
Abilities And 
Competencies 
MeasuredThe following areas are covered:Number of SittingsApache Hive
Multi-choice test that measur es the kno wledge of Apache Hive ar chitectur e, datatypes, built-in 
functions, conﬁgur ations, partitioning, buck eting and commands of Hive query language.
English (US)
Data Engineer, Data Scientist
• Fundamentals of Hive 
• Architectur e 
• Built-in functions and oper ators 
• Queries 
• Partitioning and buck eting0705
10
Multiple Choice - CTT
Information Technology
• Over all Scor e One"
